tier,node_name,parent,PSI_attribute,year,week_no,lot_id
0,supply_point,root,0,2026,5,SHA_I202635001
0,supply_point,root,0,2026,5,SHA_I202635002
0,supply_point,root,0,2026,5,SHA_N202634001
0,supply_point,root,0,2026,5,SHA_N202634002
0,supply_point,root,0,2026,5,SHA_D202634001
0,supply_point,root,0,2026,6,SHA_D202634002
0,supply_point,root,0,2026,6,SHA_I202634001
0,supply_point,root,0,2026,6,SHA_I202634002
0,supply_point,root,0,2026,6,SHA_N202633001
0,supply_point,root,0,2026,6,SHA_N202633002
0,supply_point,root,0,2026,6,SHA_D202633001
0,supply_point,root,0,2026,7,SHA_D202633002
0,supply_point,root,0,2026,7,SHA_I202633001
0,supply_point,root,0,2026,7,SHA_I202633002
0,supply_point,root,0,2026,7,SHA_N202637001
0,supply_point,root,0,2026,7,SHA_N202637002
0,supply_point,root,0,2026,7,SHA_D202637001
0,supply_point,root,0,2026,8,SHA_D202637002
0,supply_point,root,0,2026,8,SHA_I202637001
0,supply_point,root,0,2026,8,SHA_I202637002
0,supply_point,root,0,2026,8,SHA_N202638001
0,supply_point,root,0,2026,8,SHA_N202638002
0,supply_point,root,0,2026,8,SHA_D202638001
0,supply_point,root,0,2026,9,SHA_D202638002
0,supply_point,root,0,2026,9,SHA_I202638001
0,supply_point,root,0,2026,9,SHA_I202638002
0,supply_point,root,0,2026,9,SHA_N202639001
0,supply_point,root,0,2026,9,SHA_N202639002
0,supply_point,root,0,2026,9,SHA_D202639001
0,supply_point,root,0,2026,10,SHA_D202639002
0,supply_point,root,0,2026,10,SHA_I202639001
0,supply_point,root,0,2026,10,SHA_I202639002
0,supply_point,root,0,2026,10,SHA_N202640001
0,supply_point,root,0,2026,10,SHA_N202640002
0,supply_point,root,0,2026,10,SHA_D202640001
0,supply_point,root,0,2026,11,SHA_D202640002
0,supply_point,root,0,2026,11,SHA_I202640001
0,supply_point,root,0,2026,11,SHA_I202640002
0,supply_point,root,0,2026,11,SHA_N202641001
0,supply_point,root,0,2026,11,SHA_N202641002
0,supply_point,root,0,2026,11,SHA_D202641001
0,supply_point,root,0,2026,12,SHA_D202641002
0,supply_point,root,0,2026,12,SHA_I202641001
0,supply_point,root,0,2026,12,SHA_I202641002
0,supply_point,root,0,2026,12,SHA_N202642001
0,supply_point,root,0,2026,12,SHA_N202642002
